DATE,precip,temp_max,temp_min
2021-02-18,0.0,26.0,0.0
2018-10-28,0.0,55.0,29.0
2014-05-01,0.0,71.0,47.0
2022-09-14,0.0,69.0,48.0
2010-12-16,0.0,11.0,7.0
2014-02-01,0.0,20.0,0.0
2020-01-23,0.0,49.0,16.0
2010-02-14,0.0,31.0,17.0
2021-05-30,0.0,72.0,42.0
2022-08-24,0.0,76.0,54.0
2019-02-26,0.0,12.0,-15.0
2012-05-16,0.0,76.0,44.0
2013-03-15,0.0,18.0,8.0
2020-05-11,0.0,48.0,28.0
2019-04-24,0.0,58.0,31.0
2015-09-04,0.18,46.0,38.0
2010-09-15,0.13,56.0,43.0
2020-04-21,0.0,67.0,44.0
2009-12-06,0.0,7.0,-8.0
2013-05-03,0.04,61.0,41.0
2012-10-29,0.0,30.0,23.0
2022-01-13,0.0,48.0,28.0
2013-07-31,0.0,75.0,45.0
2019-06-11,0.0,70.0,43.0
2021-06-30,0.0,97.0,58.0
2010-06-25,0.0,72.0,48.0
2011-07-01,0.0,67.0,44.0
2015-10-30,0.0,56.0,33.0
2011-04-15,0.0,33.0,19.0
2010-02-20,0.0,23.0,5.0
2009-01-21,0.0,42.0,18.0
2017-12-25,0.01,1.0,-21.0
2019-03-11,0.0,49.0,25.0
2011-08-09,0.14,76.0,50.0
2013-10-01,0.0,56.0,33.0
2017-07-27,0.03,90.0,49.0
2018-02-23,0.0,32.0,-8.0
2014-03-26,0.06,19.0,12.0
2010-07-28,0.0,80.0,53.0
2018-09-12,0.0,47.0,32.0
2016-10-22,0.0,55.0,27.0
2021-11-18,0.0,39.0,19.0
2009-09-29,0.0,72.0,42.0
2018-04-28,0.0,79.0,34.0
2014-04-14,0.0,60.0,24.0
2019-05-18,0.07,43.0,35.0
2010-10-12,0.0,59.0,39.0
2011-04-25,0.0,58.0,29.0
2022-05-18,0.01,62.0,34.0
2015-03-19,0.0,58.0,30.0
2018-05-30,0.13,61.0,43.0
2013-03-14,0.0,40.0,7.0
2014-06-27,0.09,72.0,46.0
2018-01-28,0.01,5.0,-5.0
2022-11-06,0.01,13.0,5.0
2010-04-25,0.07,49.0,32.0
2022-07-16,0.0,82.0,56.0
2023-01-03,0.0,34.0,7.0
2009-08-20,0.0,74.0,53.0
2010-10-14,0.0,74.0,32.0
2020-03-27,0.0,50.0,23.0
2012-12-07,0.0,28.0,2.0
2013-06-03,0.59,56.0,46.0
2020-04-02,0.0,17.0,5.0
2021-09-16,0.0,59.0,35.0
2021-03-22,0.0,45.0,28.0
2022-08-29,0.0,81.0,46.0
2009-04-09,0.0,62.0,29.0
2021-06-13,0.0,85.0,39.0
2015-09-13,1.16,54.0,45.0
2016-02-06,0.0,44.0,29.0
2022-07-30,0.1,81.0,56.0
2009-05-04,0.0,62.0,41.0
2017-10-11,0.0,38.0,29.0
2016-05-08,0.03,66.0,43.0
2018-03-06,0.0,20.0,-10.0
2014-11-03,0.01,41.0,26.0
2022-10-14,0.0,67.0,40.0
2013-02-11,0.0,42.0,21.0
2017-12-17,0.0,44.0,19.0
2013-12-03,0.0,8.0,1.0
2015-01-22,0.0,48.0,42.0
2020-07-03,0.0,76.0,47.0
2015-02-16,0.02,36.0,23.0
2020-06-03,0.0,64.0,41.0
2009-02-26,0.0,-3.0,-11.0
2014-07-28,0.0,83.0,49.0
2013-12-25,0.0,44.0,14.0
2019-06-25,0.01,65.0,45.0
2020-03-05,0.0,48.0,16.0
2009-11-23,0.0,46.0,20.0
2013-11-14,0.0,45.0,28.0
2011-03-19,0.0,34.0,20.0
2019-07-13,0.01,76.0,54.0
2009-06-10,0.0,66.0,34.0
2012-11-26,0.0,31.0,15.0
2011-02-12,0.0,46.0,26.0
2013-01-09,0.07,44.0,14.0
2017-07-03,0.01,75.0,55.0
2022-05-01,0.0,59.0,37.0
2021-02-13,0.0,-2.0,-17.0
2020-07-05,0.0,69.0,42.0
2022-09-29,0.0,69.0,49.0
2016-06-18,0.0,68.0,36.0
2016-07-20,0.0,76.0,53.0
2021-07-17,0.0,74.0,53.0
2020-05-29,0.0,71.0,44.0
2022-07-23,0.0,76.0,52.0
2016-01-10,0.0,30.0,2.0
2009-05-23,0.0,70.0,35.0
2018-11-24,0.17,26.0,8.0
2009-01-25,0.0,15.0,-15.0
2017-11-27,0.0,45.0,24.0
2017-11-06,0.0,18.0,-3.0
2021-03-27,0.0,56.0,27.0
2010-07-06,0.02,70.0,44.0
2012-03-20,0.0,48.0,21.0
2021-08-23,0.2,55.0,44.0
2011-12-09,0.0,47.0,17.0
2019-11-07,0.0,47.0,7.0
2018-12-08,0.04,34.0,9.0
2016-04-06,0.0,58.0,39.0
2022-08-15,0.0,80.0,51.0
2019-11-19,0.44,36.0,29.0
2011-06-27,0.0,72.0,45.0
2014-06-04,0.0,71.0,43.0
2016-12-25,0.02,5.0,-11.0
2016-06-23,0.0,74.0,49.0
2012-11-28,0.0,31.0,9.0
2022-06-12,0.09,65.0,44.0
2011-10-25,0.0,46.0,26.0
2023-04-04,0.0,34.0,18.0
2011-04-08,0.0,43.0,17.0
2018-09-15,0.0,41.0,35.0
2022-12-02,0.0,4.0,-16.0
2012-02-02,0.0,38.0,16.0
2018-01-12,0.0,2.0,-14.0
2019-02-28,0.0,24.0,5.0
2018-07-06,0.01,91.0,54.0
2023-07-27,0.1,65.0,47.0
2016-09-10,0.08,72.0,47.0
2022-03-02,0.02,22.0,18.0
2014-12-26,0.02,27.0,13.0
2019-07-22,0.02,78.0,47.0
2022-03-21,0.0,52.0,30.0
2011-09-03,0.0,63.0,37.0
2015-09-18,0.0,65.0,40.0
2021-08-25,0.0,70.0,40.0
2022-10-11,0.0,56.0,33.0
2018-12-16,0.0,37.0,20.0
2023-03-27,0.05,26.0,16.0
2020-02-16,0.0,36.0,17.0
2011-10-16,0.0,52.0,25.0
2015-08-28,0.0,79.0,54.0
2009-12-11,0.0,17.0,4.0
2011-04-19,0.0,38.0,13.0
2009-10-16,0.0,51.0,25.0
2019-05-23,0.0,70.0,40.0
2019-02-06,0.01,4.0,-16.0
2010-09-13,0.21,46.0,44.0
2020-02-09,0.02,35.0,9.0
2014-06-25,0.07,64.0,52.0
2013-03-25,0.0,42.0,17.0
2012-05-27,0.0,55.0,32.0
2012-06-07,0.0,67.0,41.0
2012-11-07,0.0,35.0,24.0
2019-06-15,0.0,70.0,51.0
2016-01-14,0.0,34.0,25.0
2015-09-16,0.03,53.0,38.0
2013-06-05,0.0,73.0,43.0
2013-02-15,0.0,53.0,18.0
2018-04-19,0.0,50.0,22.0
2013-01-18,0.0,46.0,27.0
2023-06-22,0.0,68.0,38.0
2017-04-06,0.0,65.0,41.0
2022-04-11,0.0,32.0,16.0
2016-06-20,0.01,74.0,47.0
2016-01-22,0.0,46.0,24.0
2017-05-05,0.03,79.0,41.0
2019-08-17,0.02,65.0,41.0
2013-11-16,0.04,27.0,8.0
2009-06-09,0.0,59.0,35.0
2009-03-17,0.0,29.0,16.0
2021-11-02,0.0,58.0,17.0
2020-09-19,0.0,67.0,47.0
2015-04-12,0.0,46.0,29.0
2016-07-11,0.68,67.0,52.0
2021-02-01,0.0,49.0,13.0
2012-05-04,0.0,62.0,35.0
2011-12-11,0.12,29.0,17.0
2011-03-13,0.0,47.0,21.0
2015-10-11,0.0,64.0,45.0
2014-03-04,0.0,5.0,-5.0
2015-06-06,0.0,77.0,52.0
2017-05-11,0.04,73.0,39.0
2020-01-04,0.02,47.0,25.0
2009-04-08,0.0,53.0,25.0
2015-08-04,0.82,74.0,52.0
2021-05-13,0.0,62.0,43.0
2012-07-05,0.0,70.0,45.0
2010-02-08,0.0,18.0,9.0
2017-01-08,0.01,0.0,-4.0
2023-01-02,0.0,37.0,11.0
2013-08-14,0.12,84.0,53.0
2020-02-03,0.02,23.0,6.0
2010-01-02,0.0,25.0,4.0
2020-05-12,0.0,50.0,34.0
2016-05-13,0.01,51.0,28.0
2010-07-04,0.2,67.0,47.0
2023-05-30,0.0,78.0,52.0
2012-12-03,0.01,32.0,0.0
2012-12-26,0.0,-7.0,-16.0
2023-04-27,0.16,59.0,33.0
2009-06-21,0.0,61.0,50.0
2015-12-17,0.01,16.0,0.0
2022-02-04,0.01,46.0,1.0
2013-06-20,1.72,62.0,52.0
2013-04-04,0.0,44.0,28.0
2014-07-11,0.0,71.0,48.0
2017-02-20,0.0,31.0,18.0
2009-10-10,0.0,23.0,17.0
2011-03-08,0.0,25.0,0.0
2022-10-26,0.0,47.0,24.0
2017-10-28,0.04,75.0,39.0
2013-05-18,0.0,70.0,36.0
2011-01-09,0.0,6.0,2.0
2010-08-04,0.01,71.0,47.0
2010-12-03,0.0,17.0,8.0
2015-04-24,0.0,52.0,33.0
2018-04-02,0.0,21.0,9.0
2012-10-24,0.0,23.0,18.0
2017-12-03,0.0,28.0,14.0
2021-09-14,0.0,68.0,38.0
2011-09-27,0.0,70.0,46.0
2018-07-17,0.0,88.0,54.0
2014-02-14,0.0,40.0,17.0
2010-11-11,0.0,38.0,14.0
2020-10-21,0.05,27.0,16.0
2014-06-05,0.0,56.0,37.0
2020-03-01,0.0,38.0,10.0
2022-06-23,0.6,54.0,44.0
2012-07-17,0.0,76.0,58.0
2013-08-26,0.0,78.0,54.0
2013-11-06,0.0,40.0,24.0
2020-02-17,0.05,19.0,2.0
2010-04-26,0.0,52.0,29.0
2017-04-01,0.0,60.0,32.0
2010-04-12,0.01,36.0,25.0
2015-11-21,0.0,45.0,24.0
2023-06-21,0.11,61.0,39.0
2016-10-08,0.04,36.0,28.0
2017-08-31,0.04,79.0,56.0
2016-08-10,0.16,65.0,53.0
2020-12-15,0.0,36.0,17.0
2021-11-14,0.0,51.0,31.0
2019-07-02,0.07,63.0,44.0
2018-03-31,0.04,14.0,-4.0
2013-10-27,0.2,48.0,20.0
2018-05-06,0.0,75.0,39.0
2019-08-25,0.02,65.0,44.0
2009-09-04,0.0,76.0,47.0
2017-07-18,0.0,74.0,46.0
2011-09-22,0.0,78.0,52.0
2013-02-19,0.0,25.0,17.0
2020-04-28,0.0,63.0,31.0
2011-04-06,0.0,42.0,23.0
2023-04-25,0.0,60.0,33.0
2020-07-14,0.0,73.0,49.0
2020-07-01,0.12,69.0,49.0
2011-11-09,0.0,41.0,15.0
2015-01-03,0.05,-1.0,-7.0
2021-04-27,0.0,58.0,32.0
2011-05-28,0.0,59.0,38.0
2018-10-17,0.0,71.0,35.0
2010-08-19,0.0,75.0,54.0
2009-07-11,0.0,70.0,50.0
2020-10-02,0.0,68.0,40.0
2018-12-07,0.02,33.0,0.0
2010-01-30,0.0,20.0,13.0
2021-01-05,0.0,41.0,22.0
2022-04-21,0.0,41.0,23.0
2020-05-14,0.01,64.0,33.0
2013-01-17,0.0,49.0,20.0
2013-09-04,0.0,86.0,53.0
2019-10-25,0.0,65.0,33.0
2013-02-23,0.0,39.0,20.0
2022-03-31,0.0,46.0,31.0
2018-03-05,0.01,18.0,-13.0
2014-05-28,0.17,51.0,44.0
2017-12-29,0.02,-6.0,-14.0
2021-08-16,0.49,68.0,51.0
2020-01-13,0.01,-14.0,-25.0
2011-07-11,0.37,67.0,53.0
2018-02-14,0.02,39.0,6.0
2012-06-14,0.24,64.0,44.0
2010-05-07,0.0,46.0,23.0
2015-05-14,0.08,46.0,41.0
2021-01-31,0.0,41.0,8.0
2012-07-26,0.0,73.0,50.0
2020-05-17,0.0,70.0,41.0
2009-08-09,0.0,76.0,51.0
2021-06-08,0.0,59.0,37.0
2018-02-06,0.01,14.0,-5.0
2019-01-29,0.0,30.0,5.0
2021-11-23,0.0,40.0,16.0
2018-04-05,0.0,19.0,8.0
2018-03-02,0.34,18.0,13.0
2017-03-19,0.01,40.0,23.0
2015-07-19,0.0,73.0,59.0
2018-04-18,0.0,47.0,24.0
2019-07-07,0.08,68.0,47.0
2013-05-24,2.05,46.0,40.0
2009-08-29,0.0,80.0,45.0
2021-10-05,0.0,74.0,35.0
2016-03-23,0.0,51.0,19.0
2018-06-16,0.22,60.0,48.0
2014-12-07,0.0,44.0,22.0
2010-12-09,0.0,33.0,4.0
2017-01-14,0.0,42.0,6.0
2011-01-13,0.0,-5.0,-9.0
2021-09-12,0.08,61.0,49.0
2019-02-03,0.01,-8.0,-18.0
2012-01-31,0.0,45.0,30.0
2012-01-08,0.0,50.0,34.0
2012-03-18,0.0,44.0,22.0
2018-08-21,0.0,79.0,41.0
2013-11-18,0.0,15.0,3.0
2010-03-10,0.0,42.0,18.0
2012-05-07,0.0,65.0,33.0
2015-07-08,0.0,86.0,52.0
2010-04-05,0.0,49.0,20.0
2014-10-24,0.0,53.0,32.0
2021-06-11,0.0,67.0,35.0
2021-01-02,0.02,45.0,18.0
2021-04-01,0.0,62.0,31.0
2009-03-21,0.05,51.0,26.0
2013-06-24,0.0,68.0,45.0
2010-02-24,0.0,40.0,26.0
2012-12-09,0.0,29.0,-5.0
2020-01-19,0.0,42.0,-7.0
2014-12-16,0.01,20.0,11.0
2023-05-28,0.01,78.0,45.0
2017-12-07,0.0,55.0,24.0
2014-04-10,0.0,58.0,29.0
2018-09-27,0.41,41.0,33.0
2011-09-28,0.0,63.0,39.0
2016-04-01,0.0,67.0,40.0
2009-05-16,0.0,69.0,35.0
2014-01-01,0.02,31.0,15.0
2009-11-05,0.0,68.0,24.0
2017-03-26,0.0,49.0,24.0
2010-08-09,0.31,76.0,48.0
2013-10-28,0.03,22.0,12.0
2018-07-27,0.01,72.0,48.0
2012-06-22,0.02,69.0,52.0
2011-12-22,0.0,40.0,16.0
2014-10-21,0.0,62.0,42.0
2015-07-22,0.01,71.0,54.0
2017-01-23,0.0,26.0,18.0
2021-08-10,0.0,72.0,55.0
2017-05-26,0.0,68.0,35.0
2020-11-08,0.0,18.0,12.0
2014-11-21,0.0,48.0,35.0
2017-04-28,0.0,49.0,31.0
2020-12-03,0.0,60.0,21.0
2020-03-10,0.01,40.0,15.0
2016-05-28,0.01,61.0,34.0
2016-07-03,0.04,75.0,52.0
2018-09-21,0.08,42.0,31.0
2015-11-10,0.01,36.0,17.0
2013-11-11,0.0,35.0,8.0
2023-04-12,0.03,44.0,22.0
2021-06-04,0.02,83.0,55.0
2020-06-06,0.13,66.0,48.0
2022-12-22,0.0,-9.0,-27.0
2009-04-02,0.0,36.0,15.0
2017-08-29,0.0,78.0,51.0
2016-01-23,0.02,41.0,20.0
2010-08-06,0.0,80.0,54.0
2023-02-05,0.0,44.0,21.0
2023-06-02,0.0,70.0,37.0
2022-03-07,0.0,38.0,19.0
2013-12-13,0.01,20.0,-1.0
2018-11-08,0.0,30.0,5.0
2016-04-19,0.0,80.0,38.0
2017-09-26,0.01,68.0,47.0
2017-09-24,0.02,62.0,33.0
2018-05-11,0.0,62.0,38.0
2011-10-28,0.0,46.0,25.0
2018-08-13,0.01,69.0,46.0
2009-04-11,0.0,61.0,27.0
2017-01-22,0.0,26.0,20.0
2022-05-10,0.03,49.0,32.0
2012-05-08,0.0,73.0,43.0
2011-03-18,0.0,39.0,20.0
2021-04-22,0.03,48.0,23.0
2021-07-08,0.36,79.0,56.0
2019-03-05,0.0,19.0,-6.0
2021-08-24,0.0,62.0,44.0
2019-12-04,0.02,28.0,17.0
2011-01-18,0.0,27.0,8.0
2012-11-22,0.02,16.0,6.0
2012-08-14,0.16,73.0,48.0
2020-12-22,0.32,26.0,0.0
2015-11-06,0.01,49.0,23.0
2015-04-11,0.02,57.0,32.0
2010-01-22,0.0,19.0,15.0
2018-09-02,0.01,70.0,39.0
2017-01-24,0.01,33.0,9.0
2019-09-15,0.0,74.0,53.0
2018-09-04,0.0,58.0,41.0
2011-03-06,0.0,3.0,-6.0
2023-03-10,0.04,11.0,-6.0
2017-08-02,0.0,70.0,52.0
2017-10-22,0.0,57.0,28.0
2017-04-18,0.0,57.0,33.0
2023-03-07,0.0,9.0,-1.0
2012-01-20,0.0,0.0,-8.0
2012-03-28,0.0,58.0,28.0
2018-04-13,0.04,46.0,25.0
2021-05-17,0.0,81.0,50.0
2017-11-29,0.0,44.0,33.0
2009-10-17,0.0,61.0,33.0
2018-08-17,0.0,83.0,49.0
2023-01-26,0.0,47.0,32.0
2011-08-01,0.0,71.0,51.0
2020-09-17,0.0,71.0,40.0
2010-05-11,0.0,57.0,27.0
2009-10-29,0.0,44.0,22.0
2009-08-11,0.02,68.0,54.0
2022-01-30,0.0,50.0,28.0
2021-12-25,0.0,-10.0,-19.0
2019-04-25,0.0,55.0,26.0
2020-05-26,0.08,59.0,41.0
2020-02-20,0.01,47.0,5.0
2017-04-16,0.01,48.0,23.0
2010-06-19,0.0,68.0,44.0
2017-05-04,0.0,75.0,47.0
2015-12-27,0.0,31.0,9.0
2022-05-23,0.0,66.0,34.0
2014-11-08,0.0,58.0,27.0
2014-11-13,0.01,14.0,-6.0
2011-06-12,0.02,65.0,46.0
2015-07-10,0.0,85.0,58.0
2021-03-14,0.0,65.0,28.0
2013-12-08,0.0,11.0,4.0
2015-03-06,0.0,55.0,31.0
2010-02-16,0.01,31.0,26.0
2011-02-23,0.0,6.0,-6.0
2013-11-08,0.01,41.0,22.0
2020-11-18,0.02,39.0,17.0
2015-06-22,0.0,73.0,42.0
2021-09-25,0.0,69.0,45.0
2012-11-20,0.0,45.0,11.0
2010-12-19,0.0,8.0,-8.0
2016-01-09,0.01,13.0,-15.0
2011-05-26,0.96,48.0,44.0
2016-03-30,0.0,56.0,41.0
2012-08-16,0.0,75.0,42.0
2010-03-08,0.0,46.0,26.0
2010-10-01,0.0,66.0,39.0
2022-09-05,0.0,72.0,49.0
2022-08-17,0.0,80.0,53.0
2019-05-11,0.0,75.0,33.0
2009-05-21,0.0,58.0,27.0
2010-03-07,0.0,55.0,22.0
2009-01-04,0.0,17.0,2.0
2009-03-26,0.0,30.0,2.0
2019-01-14,0.02,49.0,17.0
2019-12-31,0.01,42.0,34.0
2019-03-06,0.0,10.0,-12.0
2019-01-08,0.01,20.0,5.0
2010-10-13,0.0,61.0,38.0
2016-12-10,0.01,-1.0,-12.0
2015-06-03,0.51,56.0,47.0
2011-11-04,0.01,31.0,14.0
2018-01-16,0.01,48.0,12.0
2013-10-25,0.0,55.0,35.0
2010-11-05,0.0,67.0,32.0
2012-03-13,0.0,51.0,26.0
2015-02-06,0.01,13.0,5.0
2012-10-06,0.0,58.0,36.0
2021-04-03,0.0,59.0,27.0
2014-08-20,0.4,58.0,50.0
2010-02-27,0.0,44.0,19.0
2023-05-05,0.0,74.0,43.0
2021-05-09,0.17,37.0,33.0
2020-08-28,0.0,78.0,47.0
2014-03-24,0.0,18.0,9.0
2019-01-22,0.0,38.0,11.0
2015-11-04,0.01,41.0,23.0
2020-03-12,0.04,33.0,17.0
2014-04-12,0.02,33.0,22.0
2015-10-15,0.0,53.0,34.0
2014-08-04,0.26,73.0,49.0
2011-07-18,0.0,83.0,56.0
2016-03-07,0.0,53.0,25.0
2023-06-03,0.0,76.0,44.0
2022-09-13,0.0,67.0,49.0
2015-05-12,0.0,58.0,26.0
2009-10-07,0.0,38.0,27.0
2018-08-16,0.0,83.0,47.0
2015-09-15,1.16,53.0,41.0
2013-06-06,0.0,71.0,44.0
2015-08-13,0.0,93.0,57.0
2010-07-12,0.59,75.0,48.0
2012-05-20,0.0,65.0,33.0
2012-09-13,0.0,77.0,50.0
2019-09-26,0.03,51.0,36.0
2014-06-09,0.03,62.0,48.0
2012-07-19,0.0,75.0,55.0
2021-07-25,0.0,79.0,51.0
2012-04-14,0.07,35.0,27.0
2012-04-29,0.03,58.0,34.0
2018-09-16,0.05,40.0,33.0
2011-08-26,0.0,75.0,51.0
2011-04-10,0.0,56.0,36.0
2020-12-08,0.0,55.0,27.0
2019-10-14,0.0,42.0,25.0
2021-03-30,0.0,40.0,12.0
2019-03-03,0.0,6.0,-20.0
2017-06-15,0.0,67.0,40.0
2020-03-22,0.0,46.0,19.0
2021-05-23,0.31,51.0,35.0
2012-11-21,0.0,12.0,7.0
2019-06-13,0.06,81.0,52.0
2016-06-22,0.01,76.0,46.0
2014-04-29,0.0,62.0,32.0
2021-10-20,0.0,49.0,29.0
2010-12-22,0.0,29.0,6.0
2021-02-08,0.0,-11.0,-25.0
2017-03-30,0.01,52.0,27.0
2016-07-12,0.06,69.0,54.0
2012-12-05,0.0,40.0,21.0
2016-05-21,0.35,44.0,35.0
2010-02-12,0.0,45.0,11.0
2013-02-01,0.0,45.0,22.0
2013-04-18,0.0,48.0,28.0
2022-07-03,0.0,57.0,50.0
2018-01-19,0.01,38.0,21.0
2015-02-14,0.02,45.0,28.0
2013-11-28,0.0,49.0,18.0
2018-07-31,0.0,79.0,52.0
2009-09-02,0.0,86.0,51.0
2010-11-19,0.0,2.0,-14.0
2009-12-10,0.01,16.0,6.0
2014-04-15,0.06,49.0,32.0
2019-06-08,0.13,57.0,38.0
2010-03-28,0.0,63.0,35.0
2021-02-03,0.15,10.0,-5.0
2022-03-06,0.0,34.0,17.0
2009-03-23,0.0,30.0,17.0
2017-02-13,0.0,47.0,31.0
2020-11-13,0.0,34.0,18.0
2009-01-18,0.0,56.0,27.0
2010-06-30,0.0,74.0,45.0
2009-06-23,0.0,69.0,49.0
2011-10-30,0.0,62.0,31.0
2014-02-23,0.02,0.0,-11.0
2011-12-26,0.0,39.0,24.0
2022-10-03,0.0,74.0,42.0
2016-05-10,0.0,56.0,30.0
2018-05-28,0.0,85.0,49.0
2016-02-11,0.0,44.0,26.0
2011-11-12,0.0,37.0,31.0
2016-10-26,0.02,50.0,22.0
2021-08-05,0.0,88.0,52.0
2016-09-26,0.0,75.0,45.0
2022-07-26,0.0,76.0,55.0
2018-04-17,0.01,38.0,23.0
2019-04-13,0.0,53.0,26.0
2015-12-31,0.0,37.0,6.0
2012-08-23,0.0,79.0,47.0
2009-03-02,0.0,54.0,15.0
2019-09-28,0.08,30.0,26.0
2015-08-27,0.0,75.0,51.0
2023-05-02,0.0,77.0,43.0
2022-08-20,0.0,81.0,56.0
2021-08-21,0.0,66.0,44.0
2009-07-15,0.03,69.0,49.0
2020-04-08,0.0,40.0,24.0
2020-03-17,0.01,34.0,19.0
2016-02-15,0.0,47.0,28.0
2010-01-16,0.0,42.0,22.0
2015-08-24,0.0,74.0,54.0
2013-11-29,0.0,46.0,31.0
2012-12-08,0.0,13.0,-2.0
2016-06-27,0.01,77.0,48.0
2017-07-30,0.03,78.0,52.0
2015-06-29,0.0,72.0,63.0
2019-04-26,0.01,49.0,31.0
2011-07-17,0.01,80.0,51.0
2009-08-02,0.0,83.0,58.0
2011-10-21,0.0,50.0,29.0
2012-09-02,0.0,71.0,44.0
2012-05-29,0.0,68.0,44.0
2019-10-20,0.0,53.0,28.0
2011-01-30,0.03,1.0,-20.0
2021-12-20,0.0,11.0,-10.0
2015-01-17,0.0,45.0,30.0
2011-02-01,0.0,27.0,-15.0
2021-09-06,0.0,72.0,47.0
2022-03-30,0.02,63.0,22.0
2009-06-19,0.0,72.0,42.0
2020-09-30,0.0,59.0,40.0
2019-12-05,0.0,27.0,11.0
2016-09-06,0.0,61.0,36.0
2014-08-17,0.0,74.0,60.0
2014-05-31,0.05,68.0,45.0
2021-12-06,0.04,19.0,6.0
2014-12-23,0.0,41.0,21.0
2016-09-29,0.0,55.0,36.0
2017-01-15,0.0,43.0,26.0
2017-07-01,0.15,80.0,53.0
2015-05-17,0.02,49.0,32.0
2011-01-01,0.0,28.0,3.0
2012-07-16,0.02,67.0,59.0
2012-11-12,0.0,39.0,25.0
2010-06-06,0.0,67.0,39.0
2020-06-24,0.16,65.0,53.0
2013-10-20,0.0,57.0,32.0
2011-03-20,0.04,30.0,22.0
2015-01-31,0.15,22.0,2.0
2010-11-09,0.0,44.0,18.0
2010-12-31,0.0,16.0,-14.0
2017-12-21,0.0,25.0,2.0
2017-05-24,0.02,54.0,46.0
2013-10-04,0.0,58.0,25.0
2014-10-04,0.0,68.0,47.0
2017-02-14,0.0,53.0,22.0
2023-05-16,0.0,68.0,50.0
2015-06-17,0.22,53.0,48.0
2009-07-31,0.0,76.0,51.0
2019-12-22,0.11,31.0,18.0
2018-05-14,0.0,82.0,45.0
2010-08-02,1.25,67.0,53.0
2015-11-05,0.0,39.0,25.0
2011-03-02,0.0,1.0,-12.0
2009-02-04,0.0,56.0,27.0
2009-07-22,0.0,87.0,52.0
2012-08-15,0.0,63.0,47.0
2009-12-14,0.0,-5.0,-26.0
2021-02-17,0.0,20.0,7.0
2020-02-14,0.05,34.0,13.0
2021-02-22,0.06,45.0,29.0
2019-11-15,0.0,43.0,29.0
2009-12-27,0.0,33.0,11.0
2021-07-02,0.91,86.0,59.0
2021-10-26,0.0,56.0,30.0
2014-02-03,0.04,11.0,-6.0
2009-05-07,0.09,48.0,38.0
2015-01-07,0.0,42.0,5.0
2009-02-08,0.0,48.0,24.0
2023-04-13,0.0,45.0,20.0
2014-11-02,0.52,34.0,28.0
2019-07-15,0.02,70.0,47.0
2018-04-29,0.15,64.0,36.0
2010-10-29,0.0,54.0,23.0
2017-06-30,0.0,82.0,50.0
2012-04-26,0.43,43.0,38.0
2013-03-27,0.0,48.0,24.0
2009-02-22,0.0,26.0,8.0
2019-12-08,0.08,21.0,-2.0
2013-03-18,0.0,27.0,4.0
2009-03-28,0.11,32.0,25.0
2014-12-25,0.0,29.0,20.0
2010-04-18,0.0,65.0,33.0
2021-04-23,0.0,35.0,23.0
2016-11-25,0.0,49.0,22.0
