"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN","WDFG","WSFG"
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-03","0.00","8.7",,"16","-5",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-04","0.01","8.7",,"13","-2",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-05","0.00","8.7",,"-2","-20",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-06","0.00","8.7",,"15","-10",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-07","0.00","8.7",,"21","5",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-08","0.00","8.7",,"22","0",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-09","0.02","8.7",,"15","-17",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-10","0.00","8.7",,"-17","-27",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-11","0.00","8.7",,"-3","-25",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-12","0.03","8.7",,"12","-12",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-13","0.00","8.7",,"-10","-25",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-14","0.00","8.7",,"-13","-31",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-15","0.00","8.7",,"4","-30",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-16","0.04","8.7",,"31","4",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-17","0.03","8.7",,"28","-7",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-18","0.00","8.7",,"-4","-23",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-19","0.00","8.7",,"-16","-30",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-20","0.00","8.7",,"-8","-30",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-21","0.00","8.7",,"12","-16",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-22","0.00","8.7",,"13","-11",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-23","0.00","8.7",,"21","-3",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-24","0.00","8.7",,"27","5",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-25","0.00","8.7",,"21","0",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-26","0.02","9.1",,"18","-3",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-27","0.00","9.1",,"15","-9",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-28","0.05","9.1",,"31","5",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-02-29","0.02","9.4",,"25","2",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-01","0.00","12.6",,"30","6",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-02","0.02","10.2",,"29","1",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-03","0.01","8.7",,"1","-9",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-04","0.03","8.7",,"13","-7",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-05","0.00","8.7",,"6","-18",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-06",,"8.7",,,,,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-11","0.00",,,"36","19",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-12","0.01","13.0",,"36","23",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-13","0.01","11.8",,"34","18",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-14","0.00","10.6",,"21","4",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-15","0.00","10.6",,"18","-4",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-16","0.00","10.6",,"31","7",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-17","0.00","10.6",,"35","28",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-18","0.00","9.8",,"39","21",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-19","0.00","8.7",,"26","11",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-20","0.00","8.7",,"35","9",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-21","0.00","8.3",,"39","20",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-22","0.00","6.7",,"30","12",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-23","0.00","6.3",,"27","2",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-24","0.05","6.3",,"33","17",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-25","0.02","6.3",,"28","16",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-26","0.00","5.9",,"19","2",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-27","0.00","5.9",,"29","-1",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-28","0.00","5.1",,"35","24",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-29","0.41","2.8",,"36","32",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-30","0.03","2.0",,"36","24",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-03-31","0.00","2.4",,"33","21",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-01","0.00","2.0",,"36","14",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-02","0.00","0.8",,"44","27",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-03","0.00","0.8",,"51","28",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-04","0.06","0.4",,"35","23",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-05","0.00","0.8",,"30","8",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-06","0.00","0.4",,"36","16",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-07","0.00","0.4",,"43","20",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-08","0.00","0.4",,"52","24",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-09","0.00","0.4",,"49","26",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-10","0.00","0.4",,"51","30",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-11","0.00","0.4",,"47","27",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-12","0.00","0.4",,"45","22",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-13","0.00","0.4",,"55","20",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-14","0.00","0.4",,"63","34",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-15","0.00","0.4",,"66","40",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-16","0.00",,,"58","28",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-17","0.00",,,"59","22",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-18","0.00","0.4",,"69","37",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-19","0.00",,,"68","37",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-20","0.00",,,"62","41",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-21","0.27",,,"51","26",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-22","0.00",,,"54","25",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-23","0.06",,,"45","26",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-24","0.34","0.4",,"33","27",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-25","0.00","0.4",,"35","25",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-26","0.00","0.4",,"38","26",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-27","0.00","0.4",,"44","18",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-28","0.00","0.4",,"51","17",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-29","0.00",,,"60","26",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-04-30","0.00",,,"64","31",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-01","0.00",,,"56","29",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-02","0.00",,,"50","24",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-03","0.00",,,"49","15",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-04","0.13",,,"41","15",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-05","0.00",,,"60","19",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-06","0.00",,,"61","39",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-07","0.00",,,"51","29",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-08","0.00",,,"54","20",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-09","0.00",,,"46","22",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-10","0.00",,,"49","25",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-11","0.00","0.4",,"61","23",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-12","0.67",,,"50","41",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-13","0.15",,,"60","40",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-14","0.00",,,"70","39",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-15","0.00",,,"71","40",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-16","0.00",,,"72","46",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-17","0.00",,,"66","32",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-18","0.00",,,"61","26",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-19","0.15",,,"56","34",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-20","0.00",,,"61","27",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-21","0.00",,,"61","29",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-22","0.00",,,"64","32",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-23","0.00",,,"72","41",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-24","0.07",,,"77","47",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-25","0.41",,,"63","40",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-26","0.04",,,"55","35",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-27","0.00",,,"65","28",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-28","0.00",,,"71","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-29","0.00",,,"74","45",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-30","0.09",,,"68","51",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-05-31","0.09",,,"67","49",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-01","0.00",,,"67","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-02","0.00",,,"63","32",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-03","0.00",,,"69","37",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-04","0.00",,,"62","45",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-05","0.01",,,"73","38",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-06","1.72",,,"60","51",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-07","0.00",,,"73","47",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-08","0.00",,,"76","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-09","1.09",,,"60","51",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-10","0.00",,,"63","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-11","0.60",,,"61","46",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-12","0.14",,,"67","48",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-13","0.12",,,"64","50",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-14","0.04",,,"65","45",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-15","0.00",,,"63","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-16","0.00",,,"73","38",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-17","0.00",,,"75","46",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-18","0.04",,,"79","51",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-19","0.00",,,"77","50",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-20","0.00",,,"73","53",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-21","0.02",,,"76","50",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-22","0.00",,,"76","47",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-23","0.13",,,"80","50",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-24","0.00",,,"81","54",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-25","0.00",,,"78","58",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-26","0.00",,,"81","55",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-27","0.06",,,"76","58",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-28","0.55",,,"74","59",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-29","0.00",,,"79","55",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-06-30","0.00",,,"85","58",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-01","0.00",,,"83","54",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-02","0.00",,,"69","47",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-03","0.00",,,"74","44",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-04","0.00",,,"84","56",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-05","0.00",,,"85","59",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-06","0.00",,,"70","48",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-07","0.48",,,"66","47",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-08","0.04",,,"68","54",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-09","0.00",,,"72","51",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-10","0.00",,,"76","50",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-11","0.39",,,"76","58",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-12","0.43",,,"62","54",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-13","0.00",,,"74","52",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-14","0.00",,,"74","53",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-15","0.13",,,"73","49",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-16","0.07",,,"70","49",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-17","0.00",,,"72","55",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-18","0.00",,,"76","49",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-19","0.00",,,"78","55",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-20","0.12",,,"76","55",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-21","0.00",,,"78","51",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-22","0.00",,,"81","59",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-23","0.12",,,"75","64",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-24","0.00",,,"81","66",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-25","0.00",,,"79","58",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-26","0.00",,,"84","55",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-27","0.00",,,"78","50",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-28","0.28",,,"81","52",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-29","0.04",,,"75","58",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-30","0.00",,,"78","53",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-07-31","0.03",,,"79","58",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-01","0.00",,,"83","49",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-02","0.02",,,"72","63",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-03","0.00",,,"77","58",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-04","0.05",,,"75","56",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-05","0.01",,,"77","52",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-06","0.00",,,"79","54",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-07","0.00",,,"82","49",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-08","0.00",,,"84","56",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-09","0.00",,,"82","51",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-10","0.00",,,"85","54",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-11","1.26",,,"69","62",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-12","1.17",,,"66","55",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-13","0.00",,,"81","53",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-14","0.00",,,"81","58",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-15","0.00",,,"85","59",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-16","0.00",,,"86","60",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-17","0.00",,,"89","60",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-18","0.00",,,"76","55",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-19","0.00",,,"85","53",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-20","0.00",,,"87","66",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-21","0.61",,,"87","67",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-22","0.72",,,"72","54",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-23","0.00",,,"61","44",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-24","0.01",,,"70","40",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-25","0.00",,,"83","50",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-26","0.08",,,"83","60",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-27","0.00",,,"70","52",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-28","0.03",,,"73","53",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-29","0.02",,,"73","51",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-30","0.00",,,"85","49",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-08-31","0.00",,,"88","67",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-01","1.15",,,"67","53",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-02","0.01",,,"56","45",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-03","0.00",,,"69","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-04","0.00",,,"65","46",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-05","0.17",,,"61","47",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-06","0.20",,,"66","43",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-07","0.05",,,"58","39",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-08","0.00",,,"61","37",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-09","0.00",,,"73","39",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-10","0.00",,,"71","51",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-11","0.00",,,"69","47",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-12","0.00",,,"78","51",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-13","0.00",,,"65","52",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-14","0.00",,,"62","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-15","0.00",,,"69","49",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-16","0.00",,,"69","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-17","0.04",,,"56","45",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-18","0.00",,,"84","49",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-19","0.00",,,"69","41",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-20","0.00",,,"57","32",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-21","0.00",,,"76","45",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-22","0.19",,,"72","61",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-23","0.87",,,"67","53",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-24","0.37",,,"63","46",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-25","0.00",,,"72","48",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-26","0.00",,,"65","40",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-27","0.00",,,"59","31",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-28","0.00",,,"63","46",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-29","0.00",,,"51","37",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-09-30","0.00",,,"59","35",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-01","0.00",,,"62","35",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-02","0.00",,,"57","36",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-03","0.00",,,"57","35",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-04","0.00",,,"65","40",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-05","0.00",,,"65","43",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-06","0.60",,,"60","50",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-07","0.00",,,"59","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-08","0.01",,,"58","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-09","0.05",,,"51","38",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-10","0.00",,,"50","30",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-11","0.00",,,"46","39",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-12","1.00",,,"48","42",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-13","0.03",,,"45","36",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-14","0.01",,,"56","31",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-15","0.02",,,"45","40",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-16","0.00",,,"51","31",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-17","0.00",,,"53","29",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-18","0.00",,,"58","43",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-19","0.00",,,"55","27",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-20","0.00",,,"47","23",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-21","0.08",,,"51","32",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-22","0.09",,,"46","39",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-23","0.00",,,"47","34",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-24","0.00",,,"54","35",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-25","0.08",,,"56","39",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-26","0.09",,,"42","29",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-27","0.00",,,"35","26",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-28","0.00",,,"50","25",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-29","0.00",,,"55","26",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-30",,,,"63","29",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-10-31","0.00",,,"46","22",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-11-01","0.00","0.4",,"54","30",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-11-02","0.00",,,"52","31",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-11-03","0.00",,,"65","33",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-11-04","0.00",,,"59","36",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-11-05","0.01",,,"44","38",,
"CA00502S001","WINNIPEG A CS, MB CA","2008-11-06","0.92","0.4",,"38","32",,
